ID,present_skills,missing_skills
33424600,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
32042584,"['sql', 'statistics']","['machine learning', 'data analysis', 'nlp', 'excel', 'python']"
14752209,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
31273310,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
14055971,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
95382114,['data analysis'],"['sql', 'machine learning', 'nlp', 'statistics', 'excel', 'python']"
23617240,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
23138078,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
51777546,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
69199666,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
93988900,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
41910253,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
28670024,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
36625776,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
96260484,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
11378657,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
34962725,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18365443,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
26125407,['statistics'],"['sql', 'machine learning', 'data analysis', 'nlp', 'excel', 'python']"
54934269,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
37374340,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25328428,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
56520872,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
23944036,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
19090468,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
16132195,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
27030979,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
17960690,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
17624934,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
22008817,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
20835760,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
87520378,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
58879993,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
64471954,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
18714571,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20748468,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
98300955,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
11653906,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10466208,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
13352113,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
20110597,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
20211577,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12315079,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10480456,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
75297735,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
49325370,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
21866029,"['data analysis', 'sql', 'excel']","['machine learning', 'statistics', 'nlp', 'python']"
14667957,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10062724,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
43994605,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
23814777,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28745844,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17864043,['statistics'],"['sql', 'machine learning', 'data analysis', 'nlp', 'excel', 'python']"
16121387,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
10076271,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
80876647,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
36861863,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
24025053,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
17545780,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
95011061,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
13565152,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
75744306,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26908066,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
11704150,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
27917969,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
12613221,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
15680735,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13575312,['sql'],"['machine learning', 'data analysis', 'nlp', 'statistics', 'excel', 'python']"
15636923,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
14062078,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
37001381,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
32219038,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
10251432,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28423028,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
46349752,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
26958533,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
23110214,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17963031,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
60624892,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
23918545,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
20172393,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
39082090,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
98309114,"['data analysis', 'excel', 'statistics']","['machine learning', 'python', 'nlp', 'sql']"
16702198,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
45907524,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12333703,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
15499825,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
85417107,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
33750209,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
24548333,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
16356151,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20736486,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18784594,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
85421438,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
33803142,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
47996197,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
11605833,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
25451319,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
91478356,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
29134372,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
35579812,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
12938200,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
31926950,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
32563518,"['sql', 'excel']","['machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29992154,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25974844,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18129173,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
26585242,"['data analysis', 'sql', 'excel']","['machine learning', 'statistics', 'nlp', 'python']"
26695839,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
10568183,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24550866,['data analysis'],"['sql', 'machine learning', 'nlp', 'statistics', 'excel', 'python']"
34594746,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25834360,['statistics'],"['sql', 'machine learning', 'data analysis', 'nlp', 'excel', 'python']"
27090089,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
35422305,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
18484846,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18949843,['data analysis'],"['sql', 'machine learning', 'nlp', 'statistics', 'excel', 'python']"
17539842,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
36868767,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
97169343,['statistics'],"['sql', 'machine learning', 'data analysis', 'nlp', 'excel', 'python']"
31395710,['statistics'],"['sql', 'machine learning', 'data analysis', 'nlp', 'excel', 'python']"
17576030,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
24444525,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
10268614,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29792535,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
15932017,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
23063986,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
10816645,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
11522068,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10568350,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
18767449,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20457611,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
54259150,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
67032711,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12019284,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
38650096,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
32651555,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
55746506,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10235429,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
30757456,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
19037403,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
32636041,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
27974588,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
24251588,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
97123005,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
38642923,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
39805617,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
20565486,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28669770,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17660419,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
22855060,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17163375,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
35302620,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
19599699,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17286050,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
15293959,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
10428916,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
52684666,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
19774173,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
23011221,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13367322,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
16038911,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
30990885,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12923795,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
20279756,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25838512,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
17431847,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28321954,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
11332602,"['data analysis', 'excel', 'statistics']","['machine learning', 'python', 'nlp', 'sql']"
17166018,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
29573698,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
95769832,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
89858892,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
22488036,"['python', 'sql', 'excel']","['machine learning', 'statistics', 'data analysis', 'nlp']"
22093368,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
31042953,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24994145,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
56286525,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
32517106,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
38108845,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
28172023,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
45656814,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
24767027,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
25507648,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17915015,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
36139251,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
16474898,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
25482567,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
29165698,['statistics'],"['sql', 'machine learning', 'data analysis', 'nlp', 'excel', 'python']"
27084878,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26459032,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
70603826,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
95085510,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
21238396,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20255404,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
69666645,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
19938081,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12092347,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
62870550,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
76530505,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10333051,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
29319314,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
77266989,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
59487170,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24219583,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
27397245,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29425788,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
11130200,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
10969918,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
21178545,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
12938389,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
57575888,['data analysis'],"['sql', 'machine learning', 'nlp', 'statistics', 'excel', 'python']"
37087824,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
21122155,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
24708621,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
27903191,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24905947,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
75156649,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
96761538,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
19975121,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12695799,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
14515954,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
13675377,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
34151183,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
16605352,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
34792238,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
23004695,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
35164503,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
63282405,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
31556198,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12791244,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
14107571,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17658471,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
80000092,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
13037145,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
23477199,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29306433,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
90365216,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
54246169,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28165687,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
21134923,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
37292350,['data analysis'],"['sql', 'machine learning', 'nlp', 'statistics', 'excel', 'python']"
84512719,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
21868149,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
37201447,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29897742,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
55500538,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
15053703,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
15603319,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
69336473,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
18242317,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
30437583,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
14140903,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
17312146,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29746235,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
62994611,"['python', 'sql', 'excel']","['machine learning', 'statistics', 'data analysis', 'nlp']"
38216888,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
19851252,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
11813872,"['python', 'sql']","['machine learning', 'data analysis', 'nlp', 'statistics', 'excel']"
16849128,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
23631188,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
24001783,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
12341902,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
11197262,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
10953078,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
69859102,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
40882926,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
16653657,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
24397882,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
16172429,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
36102323,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
81042872,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
19532392,"['sql', 'statistics']","['machine learning', 'data analysis', 'nlp', 'excel', 'python']"
34141299,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
89740812,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
20969119,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
27689009,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29510501,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
17640785,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
29968330,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
28733974,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
15546686,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
56068028,"['data analysis', 'excel']","['sql', 'machine learning', 'nlp', 'statistics', 'python']"
24068423,['data analysis'],"['sql', 'machine learning', 'nlp', 'statistics', 'excel', 'python']"
12674256,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
27888251,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
16507693,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
55712978,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
26835781,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
26921245,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
20006992,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
11676151,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
24416961,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
69360287,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
18264694,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
16661264,['excel'],"['sql', 'machine learning', 'data analysis', 'nlp', 'statistics', 'python']"
26070334,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
29142288,"['excel', 'statistics']","['sql', 'machine learning', 'data analysis', 'nlp', 'python']"
28247753,[],"['machine learning', 'data analysis', 'nlp', 'sql', 'statistics', 'excel', 'python']"
